(PDH-CSV 4.0) (Eastern Daylight Time)(240),\\ELBDCSGRO330\DNS\Total Response Sent/sec,\\ELBDCSGRO330\DNS\Total Query Received/sec
9/12/2016 12:11:44, , 
9/12/2016 12:11:59,0.999748849,0.999748849
9/12/2016 12:12:14,1.332751465,1.332751465
9/12/2016 12:12:29,0.600336142,0.600336142
9/12/2016 12:12:44,1.265936745,1.332564995
9/12/2016 12:12:59,2.067969335,2.201386712
9/12/2016 12:13:14,1.732536443,1.599264409
9/12/2016 12:13:29,0.867153235,0.93385733
9/12/2016 12:13:44,6.996243146,6.996243146
9/12/2016 12:13:59,1.467561925,1.534269285
9/12/2016 12:14:14,0.799616262,0.932885639
9/12/2016 12:14:29,1.200672255,1.133968241
9/12/2016 12:14:44,1.865766989,1.932401524
9/12/2016 12:14:59,1.934391259,1.934391259
9/12/2016 12:15:14,1.932403988,2.065673229
9/12/2016 12:15:29,2.067840681,2.134545219
9/12/2016 12:15:44,2.532107946,2.665376785
9/12/2016 12:15:59,2.465485586,2.39885084
9/12/2016 12:16:14,2.267934643,2.334638604
9/12/2016 12:16:29,3.664898777,3.664898777
9/12/2016 12:16:44,2.468044029,2.468044029
9/12/2016 12:16:59,1.665865801,1.732500434
9/12/2016 12:17:14,0.533631221,0.466927318
9/12/2016 12:17:29,1.732498571,1.732498571
9/12/2016 12:17:44,0.600334522,0.600334522
9/12/2016 12:17:59,0.932809374,0.932809374
9/12/2016 12:18:14,0.533673007,0.533673007
9/12/2016 12:18:29,0.399808006,0.399808006
9/12/2016 12:18:44,0.733689259,0.733689259
9/12/2016 12:18:59,0.599755334,0.599755334
9/12/2016 12:19:14,2.001118067,2.001118067
9/12/2016 12:19:29,5.797203573,5.797203573
9/12/2016 12:19:44,0.799609017,0.799609017
9/12/2016 12:19:59,7.137355951,7.137355951
9/12/2016 12:20:14,0.66634651,0.66634651
9/12/2016 12:20:29,0.733743759,0.733743759
9/12/2016 12:20:44,1.599226354,1.599226354
9/12/2016 12:20:59,0.800448856,0.800448856
9/12/2016 12:21:14,1.132787511,1.132787511
9/12/2016 12:21:29,1.000542626,1.000542626
9/12/2016 12:21:44,0.533080912,0.533080912
9/12/2016 13:00:00, , 
9/12/2016 13:00:16,65.02920479,65.02920479
9/12/2016 13:00:31,149.1280838,149.1280838
9/12/2016 13:00:46,12.80712621,12.80712621
9/12/2016 13:01:01,2.998315523,3.331461692
9/12/2016 13:01:16,1.601021668,1.73444014
9/12/2016 13:01:31,2.398851443,2.398851443
9/12/2016 13:01:46,2.334468183,2.467866365
9/12/2016 13:02:01,10.99541815,10.92877925
9/12/2016 13:02:16,4.669303615,4.669303615
9/12/2016 13:02:31,20.05697599,20.05697599
9/12/2016 13:02:46,1.734301904,1.734301904
9/12/2016 13:03:01,1.865767709,1.865767709
9/12/2016 13:03:15,0.800447417,0.800447417
9/12/2016 13:03:31,0.46644066,0.46644066
9/12/2016 13:03:45,1.46749024,1.46749024
9/12/2016 13:04:01,2.998132211,2.998132211
9/12/2016 13:04:16,2.465589304,2.465589304
9/12/2016 13:04:31,0.600359423,0.600359423
9/12/2016 13:04:46,0.333190656,0.333190656
9/12/2016 13:05:01,0.933807331,0.933807331
9/12/2016 13:05:16,2.465160639,2.465160639
9/12/2016 13:05:31,1.467678482,1.467678482
9/12/2016 13:05:46,1.199484497,1.199484497
9/12/2016 13:06:01,11.20584771,11.20584771
9/12/2016 13:06:16,0.666368851,0.666368851
9/12/2016 13:06:31,0.667039837,0.667039837
9/12/2016 13:06:46,3.931440657,3.931440657
9/12/2016 13:07:01,0.667038047,0.667038047
9/12/2016 13:07:16,1.132789103,1.332693063
9/12/2016 13:07:31,1.20060352,1.267303715
9/12/2016 13:07:46,0.333190096,0.399828115
9/12/2016 13:08:01,0.666345679,0.666345679
9/12/2016 13:08:16,2.934982817,3.135095282
9/12/2016 13:08:31,0.932804738,1.132691467
9/12/2016 13:08:46,0.933883956,1.134001946
9/12/2016 13:09:01,0.866293814,1.066207772
9/12/2016 13:09:16,0.333493079,0.533588927
9/12/2016 13:09:31,0.399836727,0.599755091
9/12/2016 13:09:46,1.200677491,1.467494711
9/12/2016 13:10:01,3.331474497,3.331474497
9/12/2016 14:00:00, , 
9/12/2016 14:00:15,8.265640065,8.332298453
9/12/2016 14:00:30,14.05986385,13.99322943
9/12/2016 14:00:45,1.200672484,1.200672484
