(PDH-CSV 4.0) (Eastern Daylight Time)(240),\\ELBDCSGRO326\DNS\Total Response Sent/sec,\\ELBDCSGRO326\DNS\Total Query Received/sec
9/12/2016 11:57:00, , 
9/12/2016 11:57:15,194.3684416,194.3684416
9/12/2016 11:57:30,134.6679058,134.6679058
9/12/2016 11:57:45,157.5550701,157.488366
9/12/2016 11:58:00,151.1250717,151.1917053
9/12/2016 11:58:15,128.5403054,128.5403054
9/12/2016 11:58:30,138.3904598,138.3238298
9/12/2016 11:58:45,152.4814339,152.4814339
9/12/2016 11:59:00,139.2691732,139.3358091
9/12/2016 11:59:15,127.6722082,127.6722082
9/12/2016 11:59:30,120.7416605,120.808295
9/12/2016 11:59:40, , 
9/12/2016 11:59:55,121.304076,121.2374254
9/12/2016 12:00:10,114.1462552,114.1462552
9/12/2016 12:00:25,164.3586526,164.3586526
9/12/2016 12:00:40,121.0753473,121.1419821
9/12/2016 12:00:55,108.3264646,108.3264646
9/12/2016 12:01:10,96.8871996,96.82056466
9/12/2016 12:01:25,146.1481921,146.1481921
9/12/2016 12:01:40,178.7799066,178.7799066
9/12/2016 12:01:55,165.7596366,165.8263407
9/12/2016 12:02:10,143.1311117,143.0644771
9/12/2016 12:02:25,112.1292864,112.3293982
9/12/2016 12:02:40,163.8542705,163.920905
9/12/2016 12:02:55,210.6509784,210.9177941
9/12/2016 12:03:10,106.4149032,106.4815375
9/12/2016 12:03:25,200.4902442,200.4902442
9/12/2016 12:03:40,154.8095903,154.8095903
9/12/2016 12:03:55,124.6396619,124.6396619
9/12/2016 12:04:10,111.3401537,111.4069445
9/12/2016 12:04:25,194.0472623,194.1138994
9/12/2016 12:04:40,150.0145527,149.9478499
9/12/2016 12:04:55,117.9449454,117.9449454
9/12/2016 12:05:10,125.6040139,125.5373097
9/12/2016 12:05:25,115.7441523,115.7441523
9/12/2016 12:05:40,120.200428,120.2671319
9/12/2016 12:05:55,120.0088757,120.0088757
9/12/2016 12:06:10,198.4441204,198.4441204
9/12/2016 12:06:25,126.1391906,126.1391906
9/12/2016 12:06:40,159.9556842,159.8889804
9/12/2016 12:06:55,182.9096381,183.0429056
9/12/2016 12:07:10,172.498654,172.4319492
9/12/2016 12:07:25,161.5217618,161.5217618
9/12/2016 12:07:40,221.8938948,221.8938948
9/12/2016 12:07:55,127.0036111,126.9369075
9/12/2016 12:08:10,144.7669582,144.7669582
9/12/2016 12:08:25,151.3831789,151.7167689
9/12/2016 12:08:40,125.3385716,125.0720356
9/12/2016 12:08:55,195.7039121,195.8373163
9/12/2016 12:09:10,166.5259199,166.3260088
9/12/2016 12:09:25,168.8942869,168.8942869
9/12/2016 12:09:40,117.0768213,117.0768213
9/12/2016 13:00:00, , 
9/12/2016 13:00:16,321.8320453,321.8984162
9/12/2016 13:00:30,202.2473985,202.1135484
9/12/2016 13:00:45,132.9415115,133.0082157
9/12/2016 13:01:00,430.3919287,430.6584666
9/12/2016 13:01:15,96.98755437,96.92085041
9/12/2016 13:01:30,102.8165267,102.949795
9/12/2016 13:01:45,135.40955,135.5429584
9/12/2016 13:02:00,108.7437124,108.6770802
9/12/2016 13:02:15,111.2658666,111.2658666
9/12/2016 13:02:30,91.28960821,91.28960821
9/12/2016 13:02:45,529.4285371,529.4285371
9/12/2016 13:03:00,128.1383468,128.1383468
9/12/2016 13:03:15,103.5244564,103.5244564
9/12/2016 13:03:30,145.130359,145.130359
9/12/2016 13:03:46,107.6148236,107.6148236
9/12/2016 13:04:00,176.4982492,176.564953
9/12/2016 13:04:16,106.9487044,106.9487044
9/12/2016 13:04:30,118.8654419,118.7987385
9/12/2016 13:04:46,122.7728016,122.7728016
9/12/2016 13:05:00,162.4707286,162.4707286
9/12/2016 13:05:16,112.5461072,112.5461072
9/12/2016 13:05:30,311.7064293,311.7064293
9/12/2016 13:05:45,178.4472266,178.4472266
9/12/2016 13:06:00,78.77763855,78.77763855
9/12/2016 13:06:15,90.08955213,90.2228207
9/12/2016 13:06:30,334.9208848,334.8541808
9/12/2016 13:06:45,150.9674639,150.900841
9/12/2016 13:07:00,100.2736381,100.2736381
9/12/2016 13:07:15,106.6151582,106.8150617
9/12/2016 13:07:31,90.01787145,90.01787145
9/12/2016 13:07:45,433.66803,433.66803
9/12/2016 13:08:00,83.0935745,83.0935745
9/12/2016 13:08:15,73.04013535,73.24024531
9/12/2016 13:08:30,90.99913401,91.13236847
9/12/2016 13:08:45,82.13428271,82.33444749
9/12/2016 13:09:00,100.75192,100.8185549
9/12/2016 13:09:15,139.4772171,139.6106243
9/12/2016 13:09:30,379.6846388,380.0844472
9/12/2016 13:09:45,127.9375571,127.8041499
9/12/2016 13:10:00,100.2186093,100.3518787
9/12/2016 14:00:00, , 
9/12/2016 14:00:15,82.76755983,82.96764257
9/12/2016 14:00:30,68.6294147,68.42932894
9/12/2016 14:00:45,72.29842067,72.29842067
9/12/2016 14:01:00,79.68954007,79.68954007
9/12/2016 14:01:15,99.05519524,99.05519524
9/12/2016 14:01:30,67.1707348,67.1707348
9/12/2016 14:01:45,162.4904252,162.4904252
9/12/2016 14:02:00,125.0731339,125.0731339
9/12/2016 14:02:15,117.5126282,117.5126282
9/12/2016 14:02:30,104.2994383,104.2994383
9/12/2016 14:02:45,109.4617666,109.4617666
9/12/2016 14:03:00,95.75397652,95.75397652
9/12/2016 14:03:15,78.56223961,78.62887425
9/12/2016 14:03:30,137.9333905,137.9333905
9/12/2016 14:03:45,85.71318954,85.71318954
9/12/2016 14:04:00,129.2058071,129.2058071
9/12/2016 14:04:15,90.75633761,90.82297222
9/12/2016 14:04:30,114.5969411,114.6636448
9/12/2016 14:04:45,101.7516798,101.6184098
9/12/2016 14:05:00,98.31038373,98.31038373
9/12/2016 14:05:15,151.4108829,151.4108829
9/12/2016 14:05:30,116.3984586,116.3984586
9/12/2016 14:05:45,94.43340496,94.43340496
9/12/2016 14:06:00,100.9328465,100.9328465
9/12/2016 14:06:15,119.3425883,119.4092229
9/12/2016 14:06:30,70.96298794,71.22976609
