(PDH-CSV 4.0) (Eastern Daylight Time)(240),\\ELBDCSNWH328\DNS\Total Response Sent/sec,\\ELBDCSNWH328\DNS\Total Query Received/sec
9/12/2016 20:03:01,25.25423819,25.25423819
9/12/2016 20:03:16,52.69614738,52.69614738
9/12/2016 20:03:31,29.71870829,29.71870829
9/12/2016 20:03:46,53.84173462,53.84173462
9/12/2016 20:04:01,35.41968285,35.41968285
9/12/2016 20:04:16,38.38129032,38.38129032
9/12/2016 20:04:31,19.01058302,19.01058302
9/12/2016 20:04:46,23.18907341,23.18907341
9/12/2016 20:05:01,27.28161872,27.28161872
9/12/2016 20:05:16,41.70841754,41.70841754
9/12/2016 20:05:31,53.76975571,53.83646756
9/12/2016 20:05:46,25.12123583,25.12123583
9/12/2016 20:06:01,38.28799961,38.28799961
9/12/2016 20:06:16,48.57684797,48.57684797
9/12/2016 20:06:31,42.69055236,42.69055236
9/12/2016 20:06:46,48.2333529,48.2333529
9/12/2016 20:07:01,40.03050888,40.03050888
9/12/2016 20:07:16,18.19047064,18.19047064
9/12/2016 20:07:31,21.54630841,21.54630841
9/12/2016 20:07:46,29.98552107,29.98552107
9/12/2016 20:08:01,19.85711666,19.85711666
9/12/2016 20:08:16,18.34351348,18.34351348
9/12/2016 20:08:31,23.18882735,23.18882735
9/12/2016 20:08:46,18.01014046,18.01014046
9/12/2016 20:09:01,20.39013241,20.39013241
9/12/2016 20:09:16,17.94321932,17.94321932
9/12/2016 20:09:31,22.38929764,22.38929764
9/12/2016 20:09:46,20.1446669,20.1446669
9/12/2016 20:10:01,30.91826092,30.91826092
9/12/2016 21:00:01, , 
9/12/2016 21:00:16,18.13287776,18.13287776
9/12/2016 21:00:31,22.45588438,22.45588438
9/12/2016 21:00:46,21.81213642,21.81213642
9/12/2016 21:01:01,24.72156573,24.72156573
9/12/2016 21:01:16,20.60731278,20.67400312
9/12/2016 21:01:31,22.52702926,22.46038125
9/12/2016 21:01:46,17.67652233,17.67652233
9/12/2016 21:02:01,19.19080547,19.19080547
9/12/2016 21:02:16,16.14232097,16.14232097
9/12/2016 21:02:31,21.25630073,21.25630073
9/12/2016 21:02:46,16.87622267,16.87622267
9/12/2016 21:03:01,33.5172661,33.5172661
9/12/2016 21:03:16,16.47583386,16.47583386
9/12/2016 21:03:31,19.2573186,19.2573186
9/12/2016 21:03:46,17.54317559,17.54317559
9/12/2016 21:04:01,19.99048312,19.99048312
9/12/2016 21:04:16,19.45714088,19.45714088
9/12/2016 21:04:31,20.61157139,20.61157139
9/12/2016 21:04:46,19.7904766,19.7904766
9/12/2016 21:05:01,19.34413545,19.34413545
