(PDH-CSV 4.0) (Eastern Daylight Time)(240),\\ELBDCSGRO327\DNS\Total Response Sent/sec,\\ELBDCSGRO327\DNS\Total Query Received/sec
9/12/2016 12:06:02, , 
9/12/2016 12:06:17,1.533938909,1.533938909
9/12/2016 12:06:32,0.533011359,0.533011359
9/12/2016 12:06:47,0.667120522,0.667120522
9/12/2016 12:07:02,0.19990253,0.19990253
9/12/2016 12:07:17,1.133939155,1.133939155
9/12/2016 12:07:32,0.733000278,0.733000278
9/12/2016 12:07:47,0.800448349,0.800448349
9/12/2016 12:08:02,0.266457094,0.266457094
9/12/2016 12:08:17,1.000864474,1.000864474
9/12/2016 12:08:32,1.399322259,1.399322259
9/12/2016 12:08:47,0.733742201,0.733742201
9/12/2016 12:09:02,0.266538919,0.266538919
9/12/2016 12:09:17,0.867150427,0.867150427
9/12/2016 12:09:32,0.732976968,0.732976968
9/12/2016 12:09:47,0.800446708,0.800446708
9/12/2016 12:10:02,0.266538058,0.266538058
9/12/2016 12:10:17,1.865751498,1.865751498
9/12/2016 12:10:32,0.600341587,0.600341587
9/12/2016 12:10:47,0.732981741,0.732981741
9/12/2016 12:11:02,0.066702605,0.066702605
9/12/2016 12:11:17,0.932902845,0.932902845
9/12/2016 12:11:32,0.533631442,0.533631442
9/12/2016 12:11:47,0.732977368,0.732977368
9/12/2016 12:12:02,0,0
9/12/2016 12:12:17,1.066153736,1.066153736
9/12/2016 12:12:32,0.466925341,0.466925341
9/12/2016 12:12:47,0.732983982,0.732983982
9/12/2016 12:13:02,0.20011158,0.20011158
9/12/2016 12:13:17,0.932884198,0.932884198
9/12/2016 12:13:32,0.466873469,0.466873469
9/12/2016 12:13:47,0.932992817,0.932992817
9/12/2016 12:14:02,0,0
9/12/2016 12:14:17,0.933861075,0.933861075
9/12/2016 12:14:32,0.399805467,0.399805467
9/12/2016 12:14:47,0.733747079,0.733747079
9/12/2016 12:15:02,0.333172004,0.333172004
9/12/2016 12:15:17,1.067263193,1.067263193
9/12/2016 12:15:32,0.666335002,0.666335002
9/12/2016 12:15:47,0.66704957,0.66704957
9/12/2016 12:16:02,0.133268899,0.133268899
9/12/2016 13:00:01, , 
9/12/2016 13:00:16,10.80061327,10.80061327
9/12/2016 13:00:31,19.05499427,19.05499427
9/12/2016 13:00:46,0.466988836,0.466988836
9/12/2016 13:01:01,0.666344907,0.666344907
9/12/2016 13:01:16,5.669174566,5.669174566
9/12/2016 13:01:31,1.132919739,1.132919739
9/12/2016 13:01:46,1.400783958,1.400783958
9/12/2016 13:02:01,0.466441367,0.466441367
